,斥档,矫焙备,Unnamed: 2,拌距备盒,绊按荐,荤侩樊(kWh),傈扁夸陛(盔),乞闭魄概窜啊(盔/kWh)
538,202202,堡林堡开矫,悼备,缴 具,897 ,"1,519,931 ","114,404,697 ",75.3 
518,202202,堡林堡开矫,堡魂备,啊肺殿,"13,069 ","2,583,481 ","288,931,810 ",111.8 
536,202202,堡林堡开矫,悼备,丑荤侩,364 ,"185,883 ","9,189,969 ",49.4 
537,202202,堡林堡开矫,悼备,魂诀侩,425 ,"3,034,791 ","387,453,549 ",127.7 
519,202202,堡林堡开矫,堡魂备,背腊侩,169 ,"4,929,654 ","547,403,411 ",111 
520,202202,堡林堡开矫,堡魂备,丑荤侩,"6,371 ","6,331,857 ","298,154,593 ",47.1 
521,202202,堡林堡开矫,堡魂备,魂诀侩,"3,317 ","168,809,577 ","21,316,827,954 ",126.3 
522,202202,堡林堡开矫,堡魂备,缴 具,"1,256 ","2,718,740 ","196,798,832 ",72.4 
524,202202,堡林堡开矫,堡魂备,林琶侩,"87,178 ","54,922,534 ","6,224,449,935 ",113.3 
525,202202,堡林堡开矫,堡魂备,钦拌,"136,128 ","313,918,690 ","38,557,059,225 ",122.8 
526,202202,堡林堡开矫,巢备,啊肺殿,"8,780 ","1,072,994 ","119,376,298 ",111.3 
523,202202,堡林堡开矫,堡魂备,老馆侩,"24,768 ","73,622,847 ","9,684,492,690 ",131.5 
528,202202,堡林堡开矫,巢备,丑荤侩,"2,432 ","1,218,056 ","61,235,734 ",50.3 
529,202202,堡林堡开矫,巢备,魂诀侩,469 ,"3,667,295 ","494,011,148 ",134.7 
530,202202,堡林堡开矫,巢备,缴 具,"1,045 ","2,280,806 ","163,484,873 ",71.7 
531,202202,堡林堡开矫,巢备,老馆侩,"12,048 ","29,201,642 ","3,908,740,056 ",133.9 
532,202202,堡林堡开矫,巢备,林琶侩,"56,565 ","29,869,787 ","3,527,423,489 ",118.1 
533,202202,堡林堡开矫,巢备,钦拌,"81,442 ","70,166,300 ","8,592,874,404 ",122.5 
534,202202,堡林堡开矫,悼备,啊肺殿,"5,477 ","820,763 ","88,456,354 ",107.8 
527,202202,堡林堡开矫,巢备,背腊侩,103 ,"2,855,720 ","318,602,806 ",111.6 
535,202202,堡林堡开矫,悼备,背腊侩,59 ,"3,413,818 ","331,598,510 ",97.1 
586,202203,堡林堡开矫,合备,缴 具,"1,428 ","2,956,854 ","200,175,112 ",67.7 
585,202203,堡林堡开矫,合备,魂诀侩,"1,614 ","60,614,816 ","5,997,548,270 ",98.9 
584,202203,堡林堡开矫,合备,丑荤侩,"2,860 ","1,705,822 ","85,420,820 ",50.1 
580,202203,堡林堡开矫,悼备,林琶侩,"42,388 ","14,095,073 ","1,525,673,831 ",108.2 
582,202203,堡林堡开矫,合备,啊肺殿,"12,615 ","1,506,102 ","169,019,539 ",112.2 
581,202203,堡林堡开矫,悼备,钦拌,"61,258 ","52,244,050 ","6,043,894,130 ",115.7 
587,202203,堡林堡开矫,合备,老馆侩,"27,983 ","59,511,673 ","7,377,260,301 ",124 
583,202203,堡林堡开矫,合备,背腊侩,193 ,"12,435,009 ","1,138,337,966 ",91.5 
588,202203,堡林堡开矫,合备,林琶侩,"126,156 ","51,343,669 ","5,330,375,729 ",103.8 
597,202203,堡林堡开矫,辑备,钦拌,"108,835 ","130,450,948 ","14,986,319,407 ",114.9 
590,202203,堡林堡开矫,辑备,啊肺殿,"8,752 ","969,229 ","112,350,490 ",115.9 
591,202203,堡林堡开矫,辑备,背腊侩,104 ,"2,067,067 ","245,764,638 ",118.9 
592,202203,堡林堡开矫,辑备,丑荤侩,"1,621 ","537,015 ","27,629,183 ",51.4 
593,202203,堡林堡开矫,辑备,魂诀侩,687 ,"25,400,197 ","2,588,289,350 ",101.9 
594,202203,堡林堡开矫,辑备,缴 具,735 ,"1,678,660 ","122,580,994 ",73 
595,202203,堡林堡开矫,辑备,老馆侩,"20,164 ","63,912,286 ","8,112,797,818 ",126.9 
596,202203,堡林堡开矫,辑备,林琶侩,"76,772 ","35,886,494 ","3,776,906,934 ",105.2 
579,202203,堡林堡开矫,悼备,老馆侩,"11,616 ","29,771,521 ","3,705,404,824 ",124.5 
589,202203,堡林堡开矫,合备,钦拌,"172,849 ","190,073,945 ","20,298,137,737 ",106.8 
578,202203,堡林堡开矫,悼备,缴 具,895 ,"1,203,541 ","79,741,254 ",66.3 
577,202203,堡林堡开矫,悼备,魂诀侩,426 ,"2,912,947 ","325,988,053 ",111.9 
576,202203,堡林堡开矫,悼备,丑荤侩,389 ,"178,160 ","8,773,481 ",49.2 
559,202203,堡林堡开矫,堡魂备,背腊侩,170 ,"5,159,123 ","571,422,448 ",110.8 
560,202203,堡林堡开矫,堡魂备,丑荤侩,"8,417 ","5,004,968 ","244,258,242 ",48.8 
561,202203,堡林堡开矫,堡魂备,魂诀侩,"3,311 ","173,212,363 ","18,620,852,965 ",107.5 
562,202203,堡林堡开矫,堡魂备,缴 具,"1,254 ","2,309,099 ","150,834,970 ",65.3 
563,202203,堡林堡开矫,堡魂备,老馆侩,"24,787 ","65,163,896 ","8,101,304,422 ",124.3 
564,202203,堡林堡开矫,堡魂备,林琶侩,"87,261 ","48,375,786 ","5,074,463,767 ",104.9 
565,202203,堡林堡开矫,堡魂备,钦拌,"138,282 ","301,515,164 ","33,022,154,050 ",109.5 
566,202203,堡林堡开矫,巢备,啊肺殿,"8,799 ","987,559 ","111,335,716 ",112.7 
558,202203,堡林堡开矫,堡魂备,啊肺殿,"13,082 ","2,289,929 ","259,017,236 ",113.1 
568,202203,堡林堡开矫,巢备,丑荤侩,"3,567 ","1,016,295 ","53,656,313 ",52.8 
569,202203,堡林堡开矫,巢备,魂诀侩,468 ,"3,540,659 ","439,575,947 ",124.2 
570,202203,堡林堡开矫,巢备,缴 具,"1,043 ","1,858,417 ","108,303,759 ",58.3 
571,202203,堡林堡开矫,巢备,老馆侩,"12,087 ","24,606,260 ","3,060,760,181 ",124.4 
572,202203,堡林堡开矫,巢备,林琶侩,"56,607 ","26,047,796 ","2,816,953,960 ",108.1 
573,202203,堡林堡开矫,巢备,钦拌,"82,674 ","61,117,088 ","6,928,319,279 ",113.4 
574,202203,堡林堡开矫,悼备,啊肺殿,"5,484 ","768,475 ","83,603,012 ",108.8 
575,202203,堡林堡开矫,悼备,背腊侩,60 ,"3,314,333 ","314,709,675 ",95 
567,202203,堡林堡开矫,巢备,背腊侩,103 ,"3,060,102 ","337,733,403 ",110.4 
625,202204,堡林堡开矫,合备,魂诀侩,"1,624 ","60,488,533 ","6,207,373,293 ",102.6 
624,202204,堡林堡开矫,合备,丑荤侩,"2,174 ","1,507,158 ","92,306,305 ",61.2 
620,202204,堡林堡开矫,悼备,林琶侩,"42,394 ","13,898,724 ","1,551,252,653 ",111.6 
622,202204,堡林堡开矫,合备,啊肺殿,"12,740 ","1,460,398 ","174,466,871 ",119.5 
621,202204,堡林堡开矫,悼备,钦拌,"61,232 ","48,759,049 ","5,573,294,795 ",114.3 
626,202204,堡林堡开矫,合备,缴 具,"1,419 ","2,092,085 ","128,462,732 ",61.4 
623,202204,堡林堡开矫,合备,背腊侩,193 ,"10,975,066 ","1,021,926,720 ",93.1 
627,202204,堡林堡开矫,合备,老馆侩,"28,027 ","56,456,501 ","6,614,458,239 ",117.2 
632,202204,堡林堡开矫,辑备,丑荤侩,"1,100 ","413,021 ","22,683,343 ",54.9 
629,202204,堡林堡开矫,合备,钦拌,"172,429 ","184,797,527 ","19,829,114,890 ",107.3 
630,202204,堡林堡开矫,辑备,啊肺殿,"8,751 ","907,999 ","113,401,187 ",124.9 
631,202204,堡林堡开矫,辑备,背腊侩,104 ,"2,009,978 ","204,880,523 ",101.9 
633,202204,堡林堡开矫,辑备,魂诀侩,684 ,"24,663,751 ","2,643,596,937 ",107.2 
634,202204,堡林堡开矫,辑备,缴 具,733 ,"1,419,496 ","93,352,605 ",65.8 
635,202204,堡林堡开矫,辑备,老馆侩,"20,218 ","59,921,908 ","6,989,839,176 ",116.6 
636,202204,堡林堡开矫,辑备,林琶侩,"76,773 ","37,096,850 ","4,060,395,612 ",109.5 
619,202204,堡林堡开矫,悼备,老馆侩,"11,601 ","27,224,445 ","3,295,301,398 ",121 
628,202204,堡林堡开矫,合备,林琶侩,"126,252 ","51,817,786 ","5,590,120,730 ",107.9 
618,202204,堡林堡开矫,悼备,缴 具,894 ,"866,312 ","52,245,532 ",60.3 
637,202204,堡林堡开矫,辑备,钦拌,"108,363 ","126,433,003 ","14,128,149,383 ",111.7 
616,202204,堡林堡开矫,悼备,丑荤侩,365 ,"155,365 ","8,388,401 ",54 
598,202204,堡林堡开矫,堡魂备,啊肺殿,"13,113 ","2,234,285 ","265,375,686 ",118.8 
599,202204,堡林堡开矫,堡魂备,背腊侩,169 ,"4,884,102 ","486,035,552 ",99.5 
600,202204,堡林堡开矫,堡魂备,丑荤侩,"6,403 ","3,694,471 ","200,792,705 ",54.3 
601,202204,堡林堡开矫,堡魂备,魂诀侩,"3,317 ","168,232,352 ","18,183,912,573 ",108.1 
602,202204,堡林堡开矫,堡魂备,缴 具,"1,247 ","1,902,671 ","103,529,249 ",54.4 
603,202204,堡林堡开矫,堡魂备,老馆侩,"24,974 ","61,913,585 ","7,173,536,749 ",115.9 
604,202204,堡林堡开矫,堡魂备,林琶侩,"87,408 ","50,522,911 ","5,496,200,320 ",108.8 
605,202204,堡林堡开矫,堡魂备,钦拌,"136,631 ","293,384,377 ","31,909,382,834 ",108.8 
606,202204,堡林堡开矫,巢备,啊肺殿,"8,802 ","976,265 ","118,176,252 ",121 
617,202204,堡林堡开矫,悼备,魂诀侩,425 ,"2,707,313 ","314,145,248 ",116 
608,202204,堡林堡开矫,巢备,丑荤侩,"2,467 ","776,865 ","45,954,133 ",59.2 
609,202204,堡林堡开矫,巢备,魂诀侩,467 ,"3,662,662 ","438,636,345 ",119.8 
610,202204,堡林堡开矫,巢备,缴 具,"1,040 ","1,018,792 ","55,003,878 ",54 
611,202204,堡林堡开矫,巢备,老馆侩,"12,097 ","23,584,708 ","2,853,885,619 ",121 
612,202204,堡林堡开矫,巢备,林琶侩,"56,667 ","26,616,686 ","3,042,434,645 ",114.3 
613,202204,堡林堡开矫,巢备,钦拌,"81,643 ","59,518,051 ","6,844,911,554 ",115 
614,202204,堡林堡开矫,悼备,啊肺殿,"5,493 ","785,482 ","88,840,178 ",113.1 
615,202204,堡林堡开矫,悼备,背腊侩,60 ,"3,121,408 ","263,121,385 ",84.3 
607,202204,堡林堡开矫,巢备,背腊侩,103 ,"2,882,073 ","290,820,682 ",100.9 
665,202205,堡林堡开矫,合备,魂诀侩,"1,619 ","61,683,850 ","6,302,413,381 ",102.2 
664,202205,堡林堡开矫,合备,丑荤侩,"2,172 ","1,244,702 ","70,307,460 ",56.5 
663,202205,堡林堡开矫,合备,背腊侩,194 ,"9,366,690 ","890,056,643 ",95 
659,202205,堡林堡开矫,悼备,老馆侩,"11,681 ","26,149,485 ","3,298,180,828 ",126.1 
661,202205,堡林堡开矫,悼备,钦拌,"61,286 ","45,689,719 ","5,423,899,225 ",118.7 
660,202205,堡林堡开矫,悼备,林琶侩,"42,347 ","12,984,256 ","1,452,524,614 ",111.9 
666,202205,堡林堡开矫,合备,缴 具,"1,412 ","1,179,419 ","83,201,072 ",70.5 
662,202205,堡林堡开矫,合备,啊肺殿,"12,719 ","1,311,540 ","169,539,769 ",129.3 
667,202205,堡林堡开矫,合备,老馆侩,"28,011 ","53,220,279 ","6,559,868,516 ",123.3 
671,202205,堡林堡开矫,辑备,背腊侩,104 ,"1,275,846 ","132,955,072 ",104.2 
669,202205,堡林堡开矫,合备,钦拌,"172,477 ","175,584,785 ","19,126,902,582 ",108.9 
670,202205,堡林堡开矫,辑备,啊肺殿,"8,754 ","809,851 ","107,973,672 ",133.3 
672,202205,堡林堡开矫,辑备,丑荤侩,"1,111 ","320,174 ","20,926,032 ",65.4 
673,202205,堡林堡开矫,辑备,魂诀侩,685 ,"24,460,065 ","2,639,899,380 ",107.9 
674,202205,堡林堡开矫,辑备,缴 具,729 ,"1,036,665 ","78,553,238 ",75.8 
675,202205,堡林堡开矫,辑备,老馆侩,"20,211 ","56,385,036 ","6,944,885,943 ",123.2 
676,202205,堡林堡开矫,辑备,林琶侩,"76,733 ","33,482,536 ","3,641,545,868 ",108.8 
658,202205,堡林堡开矫,悼备,缴 具,893 ,"534,075 ","34,006,323 ",63.7 
668,202205,堡林堡开矫,合备,林琶侩,"126,350 ","47,578,305 ","5,051,515,741 ",106.2 
677,202205,堡林堡开矫,辑备,钦拌,"108,327 ","117,770,173 ","13,566,739,205 ",115.2 
657,202205,堡林堡开矫,悼备,魂诀侩,425 ,"2,629,101 ","312,090,444 ",118.7 
655,202205,堡林堡开矫,悼备,背腊侩,60 ,"2,476,983 ","226,553,099 ",91.5 
656,202205,堡林堡开矫,悼备,丑荤侩,365 ,"151,262 ","8,779,337 ",58 
638,202205,堡林堡开矫,堡魂备,啊肺殿,"13,139 ","2,034,966 ","257,254,871 ",126.4 
639,202205,堡林堡开矫,堡魂备,背腊侩,169 ,"3,353,119 ","350,669,301 ",104.6 
640,202205,堡林堡开矫,堡魂备,丑荤侩,"6,412 ","2,666,176 ","164,646,717 ",61.8 
641,202205,堡林堡开矫,堡魂备,魂诀侩,"3,324 ","165,608,757 ","18,285,049,116 ",110.4 
643,202205,堡林堡开矫,堡魂备,老馆侩,"25,022 ","59,032,445 ","7,127,423,865 ",120.7 
644,202205,堡林堡开矫,堡魂备,林琶侩,"87,574 ","45,877,635 ","4,964,939,033 ",108.2 
645,202205,堡林堡开矫,堡魂备,钦拌,"136,883 ","279,360,234 ","31,196,475,899 ",111.7 
642,202205,堡林堡开矫,堡魂备,缴 具,"1,243 ","787,136 ","46,492,996 ",59.1 
647,202205,堡林堡开矫,巢备,背腊侩,103 ,"1,890,272 ","202,464,854 ",107.1 
646,202205,堡林堡开矫,巢备,啊肺殿,"8,818 ","922,682 ","116,423,501 ",126.2 
653,202205,堡林堡开矫,巢备,钦拌,"81,756 ","54,014,568 ","6,348,965,684 ",117.5 
652,202205,堡林堡开矫,巢备,林琶侩,"56,741 ","24,350,842 ","2,720,597,297 ",111.7 
651,202205,堡林堡开矫,巢备,老馆侩,"12,128 ","22,222,887 ","2,804,592,096 ",126.2 
654,202205,堡林堡开矫,悼备,啊肺殿,"5,515 ","764,557 ","91,764,580 ",120 
649,202205,堡林堡开矫,巢备,魂诀侩,470 ,"3,510,075 ","438,001,499 ",124.8 
648,202205,堡林堡开矫,巢备,丑荤侩,"2,464 ","681,624 ","41,571,659 ",61 
650,202205,堡林堡开矫,巢备,缴 具,"1,032 ","436,186 ","25,314,778 ",58 
705,202206,堡林堡开矫,合备,魂诀侩,"1,618 ","65,615,071 ","8,056,720,310 ",122.8 
699,202206,堡林堡开矫,悼备,老馆侩,"11,677 ","29,619,867 ","4,192,494,777 ",141.5 
700,202206,堡林堡开矫,悼备,林琶侩,"42,319 ","13,963,517 ","1,600,399,034 ",114.6 
701,202206,堡林堡开矫,悼备,钦拌,"61,256 ","50,528,053 ","6,586,799,225 ",130.4 
702,202206,堡林堡开矫,合备,啊肺殿,"12,735 ","1,235,322 ","162,746,381 ",131.7 
703,202206,堡林堡开矫,合备,背腊侩,194 ,"12,476,764 ","1,399,563,322 ",112.2 
704,202206,堡林堡开矫,合备,丑荤侩,"2,179 ","1,358,685 ","76,793,428 ",56.5 
706,202206,堡林堡开矫,合备,缴 具,"1,409 ","1,034,762 ","79,840,943 ",77.2 
698,202206,堡林堡开矫,悼备,缴 具,887 ,"481,009 ","30,001,612 ",62.4 
708,202206,堡林堡开矫,合备,林琶侩,"126,399 ","49,943,929 ","5,442,997,850 ",109 
709,202206,堡林堡开矫,合备,钦拌,"172,562 ","191,917,104 ","23,437,875,547 ",122.1 
710,202206,堡林堡开矫,辑备,啊肺殿,"8,745 ","737,953 ","102,426,090 ",138.8 
711,202206,堡林堡开矫,辑备,背腊侩,104 ,"1,589,636 ","193,211,969 ",121.5 
712,202206,堡林堡开矫,辑备,丑荤侩,"1,113 ","434,048 ","25,222,703 ",58.1 
713,202206,堡林堡开矫,辑备,魂诀侩,689 ,"26,100,888 ","3,487,071,902 ",133.6 
714,202206,堡林堡开矫,辑备,缴 具,728 ,"969,528 ","76,321,309 ",78.7 
715,202206,堡林堡开矫,辑备,老馆侩,"20,220 ","62,858,060 ","8,328,456,690 ",132.5 
716,202206,堡林堡开矫,辑备,林琶侩,"76,785 ","34,370,261 ","3,794,070,911 ",110.4 
697,202206,堡林堡开矫,悼备,魂诀侩,425 ,"2,760,369 ","379,792,646 ",137.6 
707,202206,堡林堡开矫,合备,老馆侩,"28,028 ","60,252,571 ","8,219,213,313 ",136.4 
695,202206,堡林堡开矫,悼备,背腊侩,60 ,"2,794,639 ","283,052,377 ",101.3 
678,202206,堡林堡开矫,堡魂备,啊肺殿,"13,144 ","1,982,768 ","254,624,447 ",128.4 
679,202206,堡林堡开矫,堡魂备,背腊侩,169 ,"4,142,129 ","504,934,150 ",121.9 
680,202206,堡林堡开矫,堡魂备,丑荤侩,"6,424 ","3,092,020 ","181,618,513 ",58.7 
681,202206,堡林堡开矫,堡魂备,魂诀侩,"3,343 ","164,993,479 ","21,537,260,081 ",130.5 
682,202206,堡林堡开矫,堡魂备,缴 具,"1,238 ","608,859 ","40,984,203 ",67.3 
683,202206,堡林堡开矫,堡魂备,老馆侩,"25,153 ","66,771,521 ","8,820,746,767 ",132.1 
684,202206,堡林堡开矫,堡魂备,林琶侩,"87,670 ","47,551,429 ","5,203,810,934 ",109.4 
685,202206,堡林堡开矫,堡魂备,钦拌,"137,141 ","289,142,205 ","36,543,979,095 ",126.4 
696,202206,堡林堡开矫,悼备,丑荤侩,370 ,"151,621 ","8,982,109 ",59.2 
687,202206,堡林堡开矫,巢备,背腊侩,103 ,"2,290,706 ","291,191,249 ",127.1 
688,202206,堡林堡开矫,巢备,丑荤侩,"2,470 ","832,092 ","46,551,724 ",55.9 
689,202206,堡林堡开矫,巢备,魂诀侩,474 ,"3,617,016 ","497,079,580 ",137.4 
690,202206,堡林堡开矫,巢备,缴 具,"1,029 ","298,735 ","18,462,866 ",61.8 
691,202206,堡林堡开矫,巢备,老馆侩,"12,152 ","25,628,508 ","3,669,708,538 ",143.2 
692,202206,堡林堡开矫,巢备,林琶侩,"56,752 ","25,371,518 ","2,875,112,857 ",113.3 
693,202206,堡林堡开矫,巢备,钦拌,"81,800 ","58,917,281 ","7,512,510,602 ",127.5 
694,202206,堡林堡开矫,悼备,啊肺殿,"5,518 ","757,031 ","92,076,670 ",121.6 
686,202206,堡林堡开矫,巢备,啊肺殿,"8,820 ","878,706 ","114,403,788 ",130.2 
744,202207,堡林堡开矫,合备,魂诀侩,"1,615 ","72,369,556 ","9,479,029,034 ",131 
743,202207,堡林堡开矫,合备,丑荤侩,"2,195 ","1,526,691 ","96,860,306 ",63.4 
739,202207,堡林堡开矫,悼备,林琶侩,"42,328 ","17,680,698 ","2,197,389,314 ",124.3 
741,202207,堡林堡开矫,合备,啊肺殿,"12,740 ","1,190,104 ","163,692,371 ",137.5 
740,202207,堡林堡开矫,悼备,钦拌,"61,316 ","61,442,643 ","8,788,741,678 ",143 
745,202207,堡林堡开矫,合备,缴 具,"1,403 ","1,070,863 ","89,803,880 ",83.9 
742,202207,堡林堡开矫,合备,背腊侩,194 ,"14,645,645 ","1,747,717,619 ",119.3 
746,202207,堡林堡开矫,合备,老馆侩,"28,114 ","72,620,595 ","11,246,892,570 ",154.9 
751,202207,堡林堡开矫,辑备,丑荤侩,"1,118 ","483,792 ","29,728,951 ",61.4 
748,202207,堡林堡开矫,合备,钦拌,"172,633 ","228,444,951 ","30,669,129,463 ",134.3 
749,202207,堡林堡开矫,辑备,啊肺殿,"8,763 ","708,387 ","102,551,834 ",144.8 
750,202207,堡林堡开矫,辑备,背腊侩,104 ,"2,555,304 ","314,533,522 ",123.1 
752,202207,堡林堡开矫,辑备,魂诀侩,685 ,"29,932,801 ","4,137,628,164 ",138.2 
753,202207,堡林堡开矫,辑备,缴 具,720 ,"1,078,274 ","96,975,861 ",89.9 
754,202207,堡林堡开矫,辑备,老馆侩,"20,258 ","74,988,373 ","11,563,018,684 ",154.2 
755,202207,堡林堡开矫,辑备,林琶侩,"76,799 ","42,389,225 ","5,180,049,286 ",122.2 
738,202207,堡林堡开矫,悼备,老馆侩,"11,727 ","35,808,300 ","5,592,088,259 ",156.2 
747,202207,堡林堡开矫,合备,林琶侩,"126,372 ","65,021,497 ","7,845,133,683 ",120.7 
737,202207,堡林堡开矫,悼备,缴 具,877 ,"470,317 ","32,795,375 ",69.7 
756,202207,堡林堡开矫,辑备,钦拌,"108,447 ","152,136,156 ","21,424,486,302 ",140.8 
735,202207,堡林堡开矫,悼备,丑荤侩,374 ,"181,332 ","11,391,823 ",62.8 
717,202207,堡林堡开矫,堡魂备,啊肺殿,"13,151 ","1,881,172 ","253,441,468 ",134.7 
718,202207,堡林堡开矫,堡魂备,背腊侩,169 ,"5,716,580 ","729,611,719 ",127.6 
719,202207,堡林堡开矫,堡魂备,丑荤侩,"6,424 ","3,513,418 ","222,474,566 ",63.3 
720,202207,堡林堡开矫,堡魂备,魂诀侩,"3,340 ","173,223,986 ","24,823,120,622 ",143.3 
721,202207,堡林堡开矫,堡魂备,缴 具,"1,235 ","668,494 ","49,432,026 ",73.9 
722,202207,堡林堡开矫,堡魂备,老馆侩,"25,254 ","80,567,514 ","12,219,637,267 ",151.7 
723,202207,堡林堡开矫,堡魂备,林琶侩,"87,864 ","59,152,230 ","7,276,644,368 ",123 
724,202207,堡林堡开矫,堡魂备,钦拌,"137,437 ","324,723,394 ","45,574,362,036 ",140.3 
725,202207,堡林堡开矫,巢备,啊肺殿,"8,821 ","869,580 ","116,929,522 ",134.5 
736,202207,堡林堡开矫,悼备,魂诀侩,428 ,"3,099,707 ","441,483,648 ",142.4 
727,202207,堡林堡开矫,巢备,丑荤侩,"2,475 ","737,684 ","47,992,879 ",65.1 
728,202207,堡林堡开矫,巢备,魂诀侩,474 ,"3,902,396 ","589,388,485 ",151 
729,202207,堡林堡开矫,巢备,缴 具,"1,028 ","236,946 ","16,694,643 ",70.5 
730,202207,堡林堡开矫,巢备,老馆侩,"12,202 ","31,214,262 ","4,851,573,652 ",155.4 
731,202207,堡林堡开矫,巢备,林琶侩,"56,793 ","31,754,687 ","3,937,532,406 ",124 
732,202207,堡林堡开矫,巢备,钦拌,"81,896 ","72,051,434 ","9,984,824,596 ",138.6 
733,202207,堡林堡开矫,悼备,啊肺殿,"5,522 ","744,172 ","94,078,258 ",126.4 
734,202207,堡林堡开矫,悼备,背腊侩,60 ,"3,458,117 ","419,515,001 ",121.3 
726,202207,堡林堡开矫,巢备,背腊侩,103 ,"3,335,879 ","424,713,009 ",127.3 
784,202208,堡林堡开矫,合备,魂诀侩,"1,618 ","72,052,345 ","9,453,089,728 ",131.2 
783,202208,堡林堡开矫,合备,丑荤侩,"2,202 ","2,044,705 ","123,012,043 ",60.2 
782,202208,堡林堡开矫,合备,背腊侩,193 ,"13,744,821 ","1,689,801,685 ",122.9 
778,202208,堡林堡开矫,悼备,老馆侩,"11,762 ","38,132,601 ","5,888,891,385 ",154.4 
780,202208,堡林堡开矫,悼备,钦拌,"61,344 ","66,097,799 ","9,392,197,547 ",142.1 
779,202208,堡林堡开矫,悼备,林琶侩,"42,315 ","19,940,313 ","2,490,674,387 ",124.9 
785,202208,堡林堡开矫,合备,缴 具,"1,391 ","1,041,875 ","91,327,576 ",87.7 
781,202208,堡林堡开矫,合备,啊肺殿,"12,747 ","1,276,111 ","169,596,108 ",132.9 
786,202208,堡林堡开矫,合备,老馆侩,"28,170 ","77,739,682 ","11,807,910,265 ",151.9 
790,202208,堡林堡开矫,辑备,背腊侩,104 ,"1,786,640 ","259,998,407 ",145.5 
788,202208,堡林堡开矫,合备,钦拌,"172,648 ","242,399,045 ","32,410,282,665 ",133.7 
789,202208,堡林堡开矫,辑备,啊肺殿,"8,780 ","762,062 ","106,505,881 ",139.8 
791,202208,堡林堡开矫,辑备,丑荤侩,"1,122 ","531,450 ","33,034,662 ",62.2 
792,202208,堡林堡开矫,辑备,魂诀侩,683 ,"28,930,105 ","4,009,515,280 ",138.6 
793,202208,堡林堡开矫,辑备,缴 具,716 ,"1,125,957 ","103,024,438 ",91.5 
794,202208,堡林堡开矫,辑备,老馆侩,"20,321 ","81,466,200 ","12,358,669,405 ",151.7 
795,202208,堡林堡开矫,辑备,林琶侩,"76,770 ","51,553,153 ","6,326,267,111 ",122.7 
777,202208,堡林堡开矫,悼备,缴 具,875 ,"431,668 ","33,111,744 ",76.7 
787,202208,堡林堡开矫,合备,林琶侩,"126,327 ","74,499,506 ","9,075,545,260 ",121.8 
796,202208,堡林堡开矫,辑备,钦拌,"108,496 ","166,155,567 ","23,197,015,184 ",139.6 
776,202208,堡林堡开矫,悼备,魂诀侩,427 ,"3,233,604 ","455,548,190 ",140.9 
774,202208,堡林堡开矫,悼备,背腊侩,60 ,"3,379,051 ","414,848,441 ",122.8 
775,202208,堡林堡开矫,悼备,丑荤侩,375 ,"211,525 ","13,007,904 ",61.5 
757,202208,堡林堡开矫,堡魂备,啊肺殿,"13,173 ","1,994,436 ","264,970,462 ",132.9 
758,202208,堡林堡开矫,堡魂备,背腊侩,169 ,"4,590,149 ","651,101,544 ",141.8 
759,202208,堡林堡开矫,堡魂备,丑荤侩,"6,448 ","4,468,995 ","276,427,867 ",61.9 
760,202208,堡林堡开矫,堡魂备,魂诀侩,"3,344 ","166,657,968 ","24,015,587,338 ",144.1 
762,202208,堡林堡开矫,堡魂备,老馆侩,"25,393 ","87,272,716 ","13,099,163,639 ",150.1 
763,202208,堡林堡开矫,堡魂备,林琶侩,"87,933 ","73,153,637 ","9,196,640,745 ",125.7 
764,202208,堡林堡开矫,堡魂备,钦拌,"137,694 ","338,751,887 ","47,550,341,538 ",140.4 
761,202208,堡林堡开矫,堡魂备,缴 具,"1,234 ","613,986 ","46,449,943 ",75.7 
766,202208,堡林堡开矫,巢备,背腊侩,103 ,"2,493,564 ","363,785,367 ",145.9 
765,202208,堡林堡开矫,巢备,啊肺殿,"8,827 ","909,639 ","119,047,991 ",130.9 
772,202208,堡林堡开矫,巢备,钦拌,"81,927 ","78,610,537 ","10,909,961,154 ",138.8 
771,202208,堡林堡开矫,巢备,林琶侩,"56,753 ","37,313,341 ","4,707,379,507 ",126.2 
770,202208,堡林堡开矫,巢备,老馆侩,"12,266 ","32,807,846 ","5,051,107,983 ",154 
773,202208,堡林堡开矫,悼备,啊肺殿,"5,530 ","769,037 ","96,115,496 ",125 
768,202208,堡林堡开矫,巢备,魂诀侩,475 ,"4,011,986 ","599,389,799 ",149.4 
767,202208,堡林堡开矫,巢备,丑荤侩,"2,476 ","855,388 ","54,351,327 ",63.5 
769,202208,堡林堡开矫,巢备,缴 具,"1,027 ","218,773 ","14,899,180 ",68.1 
825,202209,堡林堡开矫,合备,缴 具,"1,389 ","909,394 ","75,359,595 ",82.9 
819,202209,堡林堡开矫,悼备,林琶侩,"42,316 ","16,573,900 ","1,990,484,650 ",120.1 
820,202209,堡林堡开矫,悼备,钦拌,"61,376 ","58,024,074 ","7,522,726,730 ",129.6 
821,202209,堡林堡开矫,合备,啊肺殿,"12,784 ","1,387,812 ","177,951,347 ",128.2 
822,202209,堡林堡开矫,合备,背腊侩,193 ,"12,897,048 ","1,351,082,856 ",104.8 
823,202209,堡林堡开矫,合备,丑荤侩,"2,206 ","1,614,299 ","100,001,335 ",61.9 
